U1085, iter_0: news_8189, news_4715, news_4681, news_4237, news_4249, news_1301, news_150, news_8643, news_4758, news_6240, news_6438, news_905, news_6148, news_1863, news_625, news_2897, news_5415, news_8450, news_7711, news_7116
U1235, iter_0: news_211, news_4715, news_3563, news_5051, news_4681, news_8189, news_5797, news_7212, news_1244, news_4249, news_3491, news_5752, news_4083, news_4650, news_150, news_7242, news_4237, news_1120, news_4266, news_7824
U1608, iter_0: news_2864, news_5884, news_5051, news_150, news_683, news_4650, news_8308, news_3563, news_3947, news_5606, news_1291, news_2824, news_1120, news_7242, news_144, news_7212, news_5797, news_4681, news_1301, news_3491
U1282, iter_0: news_4715, news_8189, news_1244, news_5606, news_7242, news_4140, news_4237, news_7824, news_4266, news_5752, news_8308, news_1301, news_8643, news_3491, news_7212, news_4681, news_150, news_4249, news_4083, news_211
U1178, iter_0: news_1288, news_4190, news_6055, news_5072, news_6543, news_8409, news_376, news_8627, news_1939, news_2573, news_2951, news_4103, news_5654, news_557, news_8143, news_8258, news_514, news_4375, news_6154, news_8189
U3194, iter_0: news_5051, news_3491, news_150, news_4781, news_7212, news_4237, news_5752, news_4266, news_195, news_3947, news_2824, news_8308, news_2864, news_4715, news_4140, news_144, news_4249, news_1291, news_4681, news_8643
U1369, iter_0: news_4715, news_211, news_8189, news_8643, news_4237, news_3947, news_2824, news_7242, news_2864, news_5752, news_150, news_3491, news_1301, news_4681, news_4249, news_4650, news_144, news_4083, news_5606, news_7824
U3687, iter_0: news_4715, news_3947, news_150, news_211, news_5606, news_7824, news_8189, news_7242, news_2824, news_1301, news_4140, news_4681, news_4266, news_1120, news_8643, news_5752, news_4237, news_2864, news_3563, news_2801
U4903, iter_0: news_8643, news_4715, news_211, news_1291, news_1244, news_4266, news_8189, news_4237, news_5606, news_3947, news_7824, news_2824, news_195, news_5051, news_150, news_7242, news_3563, news_4681, news_2864, news_4140
U5155, iter_0: news_4715, news_211, news_8189, news_1244, news_5606, news_7242, news_7824, news_4237, news_4266, news_8643, news_4781, news_5752, news_1301, news_3563, news_150, news_4681, news_4249, news_144, news_683, news_4083
U1262, iter_0: news_1291, news_4650, news_144, news_3947, news_4083, news_5606, news_150, news_195, news_7242, news_1120, news_4140, news_8189, news_4715, news_1301, news_4681, news_5752, news_2801, news_7824, news_8643, news_3491
U4607, iter_0: news_683, news_7242, news_5606, news_4650, news_8189, news_144, news_4715, news_195, news_8308, news_5797, news_1244, news_5752, news_211, news_3947, news_8643, news_5051, news_1301, news_3491, news_4249, news_1291
U1016, iter_0: news_150, news_683, news_5884, news_4650, news_2864, news_8308, news_5606, news_5051, news_7242, news_3947, news_4681, news_3563, news_2824, news_1291, news_4715, news_195, news_144, news_1120, news_5797, news_4083
U3950, iter_0: news_144, news_4266, news_1244, news_5884, news_683, news_1291, news_4237, news_5797, news_3947, news_2864, news_2824, news_7212, news_150, news_4083, news_7824, news_5606, news_8308, news_4650, news_2801, news_195
U2236, iter_0: news_683, news_5884, news_2864, news_7242, news_5606, news_4681, news_7824, news_211, news_8189, news_1244, news_195, news_4650, news_4083, news_5797, news_3947, news_144, news_4140, news_7212, news_1120, news_1291
U601, iter_0: news_7119, news_8479, news_5193, news_4715, news_1288, news_4375, news_8189, news_557, news_6666, news_8444, news_427, news_5632, news_482, news_5002, news_1128, news_6543, news_7242, news_454, news_6055, news_1265
U1361, iter_0: news_4715, news_1244, news_3947, news_8189, news_5606, news_195, news_2824, news_1291, news_7242, news_1301, news_150, news_5051, news_4140, news_4266, news_4781, news_4237, news_2864, news_1120, news_8643, news_5752
U871, iter_0: news_1291, news_4715, news_8189, news_5606, news_211, news_1244, news_7242, news_4266, news_8643, news_195, news_4237, news_150, news_5884, news_4140, news_1120, news_5752, news_4781, news_3491, news_1301, news_8308
U5283, iter_0: news_4715, news_1244, news_8189, news_8643, news_5051, news_7242, news_4237, news_4140, news_3563, news_1301, news_150, news_4681, news_3491, news_5752, news_4249, news_1120, news_5884, news_4083, news_211, news_195
U6132, iter_0: news_4715, news_211, news_8643, news_1291, news_5606, news_4266, news_8189, news_4237, news_3947, news_1244, news_5051, news_2824, news_150, news_7242, news_3563, news_195, news_2864, news_5752, news_4140, news_4681
U1985, iter_0: news_150, news_683, news_4650, news_5884, news_5606, news_7242, news_8308, news_144, news_4681, news_195, news_4715, news_7824, news_4083, news_1244, news_5797, news_5051, news_1291, news_3947, news_1120, news_8189
U2762, iter_0: news_4715, news_5072, news_8189, news_4375, news_4103, news_6154, news_911, news_3976, news_6543, news_4722, news_7112, news_2951, news_8409, news_7119, news_514, news_6055, news_623, news_4071, news_5752, news_8143
U2786, iter_0: news_4715, news_5051, news_8189, news_2824, news_5797, news_4681, news_1244, news_3563, news_4140, news_7212, news_211, news_2864, news_3491, news_195, news_8308, news_3947, news_1291, news_4237, news_4249, news_4781
U1060, iter_0: news_5884, news_150, news_4650, news_683, news_8308, news_5051, news_4083, news_7242, news_4681, news_4715, news_1120, news_7212, news_1291, news_211, news_5797, news_8189, news_4140, news_5752, news_2801, news_8643
U3670, iter_0: news_2820, news_2950, news_5002, news_7200, news_150, news_4114, news_8627, news_4103, news_2281, news_5632, news_3977, news_427, news_884, news_5654, news_482, news_6659, news_1301, news_3976, news_623, news_1002
U5476, iter_0: news_4715, news_3947, news_8189, news_5051, news_5606, news_2824, news_4140, news_4781, news_1244, news_7242, news_1291, news_1301, news_211, news_195, news_7824, news_4237, news_8308, news_5884, news_5797, news_5752
U4361, iter_0: news_8643, news_1291, news_4715, news_7824, news_1244, news_211, news_8189, news_5606, news_4237, news_4266, news_3947, news_7242, news_2824, news_195, news_5051, news_150, news_5752, news_4140, news_3491, news_2864
U1055, iter_0: news_5051, news_8189, news_2824, news_4140, news_4715, news_4681, news_3947, news_5884, news_3491, news_683, news_4237, news_4781, news_4083, news_1291, news_150, news_2801, news_7242, news_3563, news_5752, news_1301
U1067, iter_0: news_7824, news_4715, news_1244, news_8189, news_211, news_1291, news_7242, news_150, news_195, news_5797, news_1120, news_8643, news_1301, news_4237, news_2864, news_5752, news_8308, news_4681, news_7212, news_4249
U1674, iter_0: news_4715, news_5193, news_8189, news_5072, news_2281, news_6543, news_4103, news_553, news_7242, news_8444, news_8143, news_623, news_514, news_5752, news_6055, news_6703, news_5654, news_958, news_8258, news_2347
U2371, iter_0: news_4715, news_6543, news_8189, news_3976, news_4722, news_557, news_514, news_7119, news_7112, news_8258, news_8143, news_5632, news_2573, news_4071, news_5196, news_6703, news_1477, news_5752, news_1288, news_4237
U2396, iter_0: news_5072, news_4715, news_4375, news_8189, news_4103, news_6154, news_911, news_3976, news_6543, news_7112, news_4722, news_2951, news_7119, news_8409, news_514, news_6055, news_623, news_5752, news_4071, news_6703
U2702, iter_0: news_4715, news_8189, news_1244, news_5051, news_7242, news_4140, news_4237, news_2864, news_8643, news_5752, news_7824, news_1301, news_3491, news_7212, news_150, news_4681, news_4249, news_1120, news_2801, news_5884
U733, iter_0: news_4715, news_8189, news_3947, news_2824, news_7242, news_2864, news_4237, news_5752, news_8308, news_1301, news_7824, news_7212, news_3491, news_3563, news_8643, news_4681, news_1120, news_4249, news_150, news_2801
U3305, iter_0: news_4715, news_8189, news_3947, news_5606, news_7824, news_1244, news_2824, news_7242, news_5884, news_5797, news_4140, news_150, news_1301, news_4237, news_1120, news_8643, news_5752, news_8308, news_4681, news_3563
U2253, iter_0: news_7119, news_150, news_1288, news_557, news_3976, news_376, news_769, news_4681, news_2573, news_4715, news_6452, news_4375, news_6055, news_2511, news_1084, news_1128, news_1301, news_835, news_1002, news_6666
U3942, iter_0: news_4715, news_5884, news_5051, news_8189, news_5606, news_1301, news_3491, news_1120, news_4266, news_4083, news_7824, news_150, news_4237, news_5752, news_8308, news_4681, news_7212, news_8643, news_7242, news_195
U5726, iter_0: news_5002, news_150, news_7119, news_7112, news_8627, news_2281, news_6659, news_4375, news_3976, news_6315, news_6452, news_427, news_769, news_4114, news_4190, news_1288, news_557, news_6666, news_796, news_482
U1432, iter_0: news_1301, news_4083, news_7242, news_5752, news_4249, news_6849, news_1184, news_5932, news_7127, news_6503, news_6772, news_2667, news_6259, news_6476, news_7670, news_7103, news_8037, news_2503, news_1918, news_856
U660, iter_0: news_4715, news_8189, news_4103, news_6659, news_7119, news_482, news_623, news_378, news_514, news_7242, news_6703, news_4384, news_5752, news_5002, news_8143, news_376, news_4114, news_4237, news_796, news_5646
U1664, iter_0: news_4715, news_7824, news_8189, news_5884, news_5606, news_211, news_1291, news_1244, news_3947, news_7242, news_150, news_195, news_2824, news_5797, news_5051, news_1120, news_4140, news_4266, news_8643, news_4781
U5011, iter_0: news_4715, news_8189, news_4140, news_5752, news_1244, news_5884, news_8308, news_5606, news_4237, news_1301, news_7212, news_8643, news_2864, news_7824, news_1291, news_7242, news_4681, news_150, news_4083, news_211
U3020, iter_0: news_5752, news_144, news_1291, news_5051, news_3563, news_4237, news_5797, news_3947, news_4083, news_7824, news_5606, news_150, news_4715, news_195, news_4781, news_8308, news_8189, news_4140, news_1301, news_4681
U3869, iter_0: news_8627, news_7119, news_427, news_150, news_6315, news_2573, news_2281, news_7112, news_3976, news_1288, news_4190, news_6543, news_557, news_796, news_6659, news_4260, news_769, news_7200, news_8409, news_2950
U5864, iter_0: news_4715, news_482, news_8189, news_4071, news_553, news_5072, news_1477, news_5832, news_4581, news_7119, news_4375, news_8409, news_911, news_6659, news_2347, news_4681, news_378, news_623, news_5654, news_7242
U3316, iter_0: news_5884, news_150, news_1301, news_3947, news_4681, news_4715, news_5051, news_8189, news_5606, news_1291, news_683, news_4140, news_2824, news_7824, news_4083, news_3491, news_4237, news_4266, news_195, news_4781
U4085, iter_0: news_8189, news_4083, news_5752, news_7242, news_4249, news_5572, news_2177, news_3359, news_1184, news_7664, news_1461, news_8037, news_6474, news_5723, news_2540, news_741, news_7119, news_4031, news_7162, news_5884
U4758, iter_0: news_4715, news_4681, news_8643, news_150, news_4237, news_7242, news_5752, news_4083, news_422, news_7083, news_1918, news_864, news_8489, news_7787, news_7486, news_5601, news_8634, news_4583, news_7855, news_5932
U4886, iter_0: news_4715, news_8189, news_3947, news_5606, news_1244, news_4140, news_211, news_7242, news_4781, news_5752, news_4237, news_195, news_7824, news_1301, news_4266, news_3491, news_8643, news_1120, news_4681, news_150
U5328, iter_0: news_5884, news_7824, news_5606, news_4715, news_1291, news_7242, news_8189, news_150, news_1244, news_211, news_195, news_5797, news_3947, news_4681, news_2864, news_1120, news_2824, news_8643, news_4140, news_5752
U2007, iter_0: news_4715, news_3947, news_8189, news_7824, news_7242, news_150, news_211, news_1244, news_4781, news_5797, news_1301, news_4681, news_5752, news_8643, news_8308, news_4237, news_144, news_3563, news_2801, news_4083
U3863, iter_0: news_4715, news_1244, news_8189, news_7824, news_211, news_1291, news_5606, news_2824, news_3947, news_195, news_7242, news_4266, news_5051, news_8643, news_2864, news_5797, news_4140, news_4237, news_1301, news_150
U5623, iter_0: news_2864, news_5051, news_5884, news_3563, news_683, news_8308, news_3947, news_4650, news_1291, news_1301, news_2824, news_5606, news_3491, news_4781, news_8189, news_1120, news_4140, news_7212, news_195, news_5797
U6117, iter_0: news_7119, news_1288, news_557, news_796, news_4715, news_5832, news_482, news_4375, news_150, news_8479, news_427, news_360, news_6055, news_376, news_8189, news_8258, news_7242, news_4581, news_8468, news_4722
U6579, iter_0: news_5051, news_5797, news_4140, news_3947, news_8189, news_4781, news_4237, news_5884, news_4715, news_1291, news_8308, news_4650, news_7824, news_3491, news_683, news_7212, news_144, news_1244, news_195, news_4083
U2442, iter_0: news_482, news_211, news_4715, news_553, news_4722, news_5193, news_2281, news_5072, news_5832, news_5051, news_3563, news_2824, news_2864, news_557, news_8143, news_4266, news_195, news_3976, news_264, news_4681
U95, iter_0: news_5051, news_8189, news_4140, news_4715, news_2824, news_5797, news_1244, news_4781, news_5752, news_7212, news_3947, news_8308, news_4237, news_1291, news_3491, news_4681, news_4083, news_2864, news_195, news_144
U278, iter_0: news_8643, news_211, news_4715, news_1291, news_4266, news_8189, news_4237, news_3947, news_1244, news_5606, news_195, news_150, news_3563, news_5051, news_2824, news_4681, news_7824, news_2864, news_5797, news_7212
U3801, iter_0: news_1002, news_8627, news_5193, news_1671, news_7242, news_4375, news_7119, news_6543, news_8468, news_4114, news_8643, news_796, news_8479, news_454, news_6666, news_4083, news_2474, news_4715, news_6154, news_5646
U5752, iter_0: news_5884, news_4715, news_1291, news_5606, news_8189, news_7824, news_211, news_7242, news_1244, news_150, news_3947, news_195, news_5797, news_2824, news_1120, news_5051, news_4140, news_8643, news_4266, news_5752
U2671, iter_0: news_7119, news_5002, news_5654, news_1288, news_6666, news_796, news_557, news_150, news_4715, news_8444, news_1477, news_5832, news_571, news_3976, news_8189, news_4722, news_1265, news_427, news_1128, news_5632
U285, iter_0: news_7824, news_4715, news_8189, news_7242, news_1244, news_150, news_3947, news_195, news_1120, news_8643, news_4140, news_5051, news_5752, news_4237, news_4681, news_2864, news_4650, news_1301, news_3491, news_4083
U750, iter_0: news_4715, news_3947, news_8189, news_5051, news_2824, news_5606, news_4140, news_1244, news_4781, news_7242, news_1291, news_211, news_1301, news_195, news_4237, news_7824, news_8308, news_5797, news_5752, news_2864
U6342, iter_0: news_150, news_5051, news_5884, news_683, news_3947, news_3563, news_4650, news_5606, news_8308, news_1120, news_4681, news_1301, news_4237, news_4715, news_4781, news_5752, news_8643, news_5797, news_8189, news_1244
U3244, iter_0: news_4715, news_1291, news_8189, news_5606, news_7242, news_3947, news_5884, news_195, news_150, news_2824, news_4266, news_5797, news_8643, news_1120, news_4237, news_5051, news_4140, news_5752, news_1301, news_3491
U4642, iter_0: news_5884, news_5606, news_150, news_7242, news_7824, news_1291, news_4715, news_8189, news_195, news_1244, news_2864, news_211, news_3947, news_5797, news_683, news_1120, news_2824, news_5051, news_144, news_8308
U4188, iter_0: news_482, news_5193, news_8468, news_8643, news_553, news_5632, news_211, news_4715, news_8444, news_1291, news_4266, news_2723, news_4071, news_5606, news_4581, news_4237, news_7166, news_8143, news_3947, news_958
U736, iter_0: news_2864, news_150, news_683, news_4650, news_8308, news_5606, news_4083, news_1291, news_195, news_7824, news_5884, news_144, news_7242, news_1244, news_5797, news_1120, news_4715, news_8189, news_3947, news_4681
U246, iter_0: news_3947, news_4715, news_8189, news_5051, news_4140, news_4781, news_1244, news_1301, news_7242, news_4237, news_5752, news_3491, news_5797, news_7212, news_7824, news_8643, news_1120, news_4681, news_4249, news_150
U2937, iter_0: news_1244, news_4266, news_5752, news_144, news_1291, news_5051, news_3563, news_3947, news_5797, news_4083, news_7824, news_5606, news_195, news_8308, news_8189, news_4140, news_1301, news_4681, news_1120, news_2824
U571, iter_0: news_4715, news_6154, news_796, news_557, news_7119, news_8189, news_5832, news_8468, news_8479, news_5193, news_8444, news_482, news_4722, news_6543, news_1288, news_3976, news_5632, news_4375, news_360, news_6055
U4373, iter_0: news_5884, news_4715, news_5606, news_8189, news_3947, news_1291, news_7824, news_211, news_150, news_195, news_1244, news_5051, news_2824, news_5797, news_4140, news_4781, news_1120, news_4681, news_5752, news_8643
U5295, iter_0: news_7119, news_557, news_150, news_8444, news_4715, news_5654, news_4375, news_482, news_5832, news_6055, news_7200, news_6543, news_7112, news_7242, news_4681, news_8189, news_5303, news_571, news_5196, news_2951
U6544, iter_0: news_1291, news_5884, news_4650, news_683, news_144, news_2864, news_7824, news_5606, news_4083, news_7242, news_8189, news_8308, news_5752, news_5797, news_4140, news_195, news_150, news_1244, news_211, news_8643
U771, iter_0: news_5884, news_3947, news_4715, news_5606, news_8189, news_5051, news_4140, news_4781, news_1301, news_7824, news_1291, news_2824, news_150, news_3491, news_1244, news_5797, news_1120, news_4266, news_4237, news_4681
U3604, iter_0: news_5884, news_4266, news_1244, news_5051, news_5752, news_144, news_3563, news_5797, news_3947, news_2824, news_1120, news_7242, news_7212, news_2864, news_1301, news_5606, news_7824, news_4083, news_8189, news_8308
U749, iter_0: news_4715, news_7242, news_8189, news_5884, news_8643, news_4266, news_4237, news_150, news_195, news_5797, news_1120, news_5752, news_2824, news_2864, news_4083, news_4781, news_1301, news_4681, news_4249, news_144
U2514, iter_0: news_7242, news_4715, news_150, news_8643, news_5752, news_4237, news_4681, news_4083, news_5280, news_7544, news_2025, news_7667, news_1369, news_5074, news_1777, news_6728, news_8500, news_2085, news_7639, news_5
U4856, iter_0: news_7119, news_796, news_8479, news_4715, news_557, news_5832, news_1288, news_6154, news_360, news_5654, news_8444, news_3976, news_8189, news_8468, news_482, news_427, news_6315, news_4375, news_1128, news_4722
U6585, iter_0: news_4715, news_3947, news_8189, news_4140, news_4781, news_1244, news_5752, news_5606, news_4237, news_5797, news_3491, news_1301, news_7212, news_1120, news_4266, news_8643, news_7242, news_7824, news_195, news_4681
U5753, iter_0: news_5002, news_5832, news_4114, news_6717, news_2820, news_2950, news_6315, news_4103, news_8627, news_7112, news_378, news_1939, news_2281, news_4190, news_4260, news_427, news_6543, news_5072, news_769, news_482
U3752, iter_0: news_4715, news_8189, news_4237, news_4681, news_1301, news_4249, news_8643, news_150, news_6117, news_4604, news_5686, news_6163, news_8450, news_7083, news_5984, news_6061, news_6178, news_2388, news_8098, news_2548
U2150, iter_0: news_5884, news_150, news_4715, news_7242, news_5606, news_7824, news_211, news_3947, news_4681, news_195, news_8189, news_1291, news_5797, news_2824, news_1244, news_5051, news_1120, news_4140, news_4781, news_8643
U4474, iter_0: news_683, news_5884, news_150, news_2864, news_8308, news_4650, news_5606, news_5051, news_3947, news_4681, news_2824, news_1291, news_4715, news_7242, news_1120, news_3563, news_195, news_144, news_5797, news_7824
U5709, iter_0: news_5884, news_3947, news_4715, news_5051, news_5606, news_4140, news_8189, news_1301, news_4781, news_3491, news_150, news_1120, news_2824, news_7824, news_4681, news_1244, news_5797, news_4266, news_4237, news_5752
U2996, iter_0: news_6154, news_4190, news_3976, news_8409, news_4715, news_8444, news_6543, news_4375, news_8258, news_8143, news_5654, news_1301, news_514, news_7200, news_5072, news_5832, news_8189, news_5196, news_150, news_911
U3665, iter_0: news_5884, news_150, news_4715, news_7242, news_8189, news_3947, news_4681, news_1291, news_2824, news_1120, news_8643, news_4781, news_5752, news_7212, news_4266, news_1301, news_4237, news_2801, news_4083, news_8308
U3858, iter_0: news_8189, news_1301, news_4083, news_5752, news_7242, news_4249, news_5804, news_6237, news_6108, news_6079, news_6196, news_6085, news_7194, news_1532, news_6061, news_7143, news_7800, news_4978, news_3964, news_7734
U1646, iter_0: news_7242, news_2864, news_1291, news_4083, news_8308, news_195, news_150, news_5884, news_8189, news_4715, news_4681, news_5752, news_7212, news_211, news_4237, news_1120, news_4140, news_8643, news_2824, news_4781
U6560, iter_0: news_4715, news_8189, news_1244, news_5606, news_2824, news_7242, news_4266, news_5051, news_8643, news_4237, news_195, news_4140, news_2864, news_5752, news_4781, news_150, news_1301, news_3563, news_3491, news_8308
U847, iter_0: news_5051, news_150, news_1301, news_5606, news_4715, news_4237, news_8189, news_2824, news_4781, news_3563, news_4650, news_7824, news_1244, news_683, news_8643, news_4249, news_1291, news_3947, news_7242, news_211
U5878, iter_0: news_4715, news_3947, news_8189, news_2824, news_5051, news_1301, news_7242, news_211, news_1291, news_4237, news_3563, news_3491, news_5752, news_4249, news_8643, news_4681, news_4083, news_150, news_4650, news_8308
U1363, iter_0: news_5051, news_144, news_4266, news_1244, news_5884, news_683, news_1291, news_4237, news_5752, news_5797, news_3947, news_2864, news_7212, news_7242, news_2824, news_7824, news_4083, news_150, news_5606, news_8308
U2980, iter_0: news_4715, news_5072, news_4375, news_8189, news_6543, news_7112, news_7119, news_514, news_623, news_6055, news_8143, news_6703, news_4071, news_5752, news_796, news_8258, news_557, news_376, news_2950, news_4237
U4564, iter_0: news_8189, news_5797, news_5051, news_3947, news_144, news_3491, news_5606, news_7824, news_150, news_4083, news_2824, news_2864, news_4140, news_8308, news_7242, news_4681, news_5884, news_5752, news_4237, news_683
U5165, iter_0: news_4715, news_6543, news_8189, news_8143, news_5196, news_4581, news_4722, news_796, news_6452, news_8479, news_5002, news_2950, news_376, news_4071, news_5752, news_4190, news_5632, news_1301, news_1477, news_4237
U2379, iter_0: news_211, news_4715, news_8189, news_3563, news_5051, news_2824, news_4266, news_2864, news_195, news_150, news_4681, news_4140, news_5606, news_7212, news_8643, news_1244, news_5752, news_7242, news_3947, news_4237
U4605, iter_0: news_2281, news_8468, news_5193, news_4715, news_8189, news_911, news_8409, news_5002, news_482, news_8627, news_8479, news_6659, news_5615, news_769, news_4375, news_1265, news_1477, news_5196, news_4190, news_2951
U1109, iter_0: news_4715, news_8189, news_5072, news_3976, news_6543, news_2951, news_911, news_8409, news_7112, news_7119, news_623, news_6055, news_5752, news_557, news_8143, news_2281, news_8433, news_4581, news_5196, news_958
U804, iter_0: news_8189, news_4071, news_4715, news_3976, news_264, news_911, news_4722, news_1073, news_8409, news_4681, news_5507, news_1477, news_5752, news_2347, news_7166, news_958, news_5654, news_4384, news_4114, news_514
U2430, iter_0: news_4715, news_2281, news_5072, news_5193, news_4722, news_8189, news_6659, news_264, news_7112, news_4103, news_482, news_378, news_1073, news_6703, news_8409, news_5507, news_4681, news_5646, news_553, news_7119
U107, iter_0: news_150, news_5606, news_4715, news_4681, news_8308, news_8189, news_4140, news_1301, news_195, news_5752, news_3491, news_4650, news_7212, news_2801, news_5884, news_4781, news_8643, news_7242, news_4237, news_144
U4289, iter_0: news_4266, news_1244, news_5752, news_144, news_1291, news_5051, news_3563, news_4237, news_3947, news_5797, news_4083, news_7824, news_5606, news_150, news_4715, news_195, news_8308, news_8189, news_4140, news_1301
U484, iter_0: news_4715, news_5072, news_4375, news_8189, news_911, news_4722, news_2951, news_8409, news_6055, news_514, news_623, news_4071, news_557, news_5752, news_796, news_376, news_958, news_4237, news_8258, news_1939
U1205, iter_0: news_4715, news_211, news_2824, news_1244, news_3947, news_5051, news_4140, news_7242, news_2864, news_5606, news_4781, news_4237, news_8308, news_5752, news_195, news_1291, news_5797, news_1301, news_3563, news_7212
U2027, iter_0: news_4266, news_5051, news_5752, news_144, news_1291, news_3563, news_4237, news_5797, news_3947, news_7824, news_4083, news_150, news_8308, news_1301, news_7212, news_7242, news_4681, news_4715, news_8189, news_8643
U5771, iter_0: news_5884, news_150, news_3947, news_5051, news_4715, news_4681, news_5606, news_1301, news_4140, news_2824, news_3491, news_683, news_8189, news_1120, news_1291, news_4781, news_7824, news_8643, news_4237, news_8308
U3568, iter_0: news_7119, news_796, news_5654, news_4715, news_6154, news_8444, news_6315, news_482, news_427, news_6666, news_1128, news_8189, news_4375, news_8468, news_150, news_4722, news_5002, news_6543, news_7242, news_6055
