U1085, iter_0: news_3947, news_5051, news_150, news_2864, news_2824, news_8189, news_4781, news_4715, news_3563, news_4140, news_1291, news_211, news_5884, news_4237, news_195, news_1244, news_5606, news_144, news_1120, news_7824
U1369, iter_0: news_4715, news_683, news_3563, news_5797, news_4237, news_5606, news_7824, news_1244, news_4650, news_8643, news_1301, news_4249, news_4681, news_5752, news_144, news_4781, news_2824, news_2864, news_8308, news_4083
U3687, iter_0: news_8189, news_4140, news_1120, news_3947, news_150, news_195, news_4237, news_4781, news_4249, news_4083, news_7212, news_8308, news_4715, news_1301, news_7242, news_4650, news_144, news_2801, news_8643, news_4681
U4903, iter_0: news_8189, news_3947, news_5051, news_150, news_2864, news_4140, news_5884, news_3563, news_4237, news_1120, news_4715, news_4249, news_4083, news_7212, news_1301, news_683, news_7242, news_8643, news_4681, news_5752
U5155, iter_0: news_3947, news_5051, news_4715, news_150, news_4781, news_2864, news_3563, news_1291, news_2824, news_1244, news_4237, news_8189, news_144, news_211, news_5606, news_7824, news_683, news_4140, news_195, news_7212
U1262, iter_0: news_4715, news_683, news_8643, news_5797, news_3563, news_5606, news_7824, news_144, news_5051, news_5752, news_4266, news_4781, news_4681, news_4650, news_1301, news_1244, news_150, news_4237, news_2864, news_3947
U4607, iter_0: news_4140, news_8189, news_5884, news_3947, news_2824, news_2864, news_150, news_5051, news_211, news_1291, news_1120, news_195, news_4781, news_4237, news_1244, news_3563, news_4249, news_5606, news_4083, news_7212
U1016, iter_0: news_8189, news_2824, news_1291, news_4140, news_5051, news_3947, news_4237, news_150, news_5606, news_195, news_4715, news_1120, news_4781, news_4249, news_4083, news_144, news_1301, news_8643, news_683, news_7242
U3950, iter_0: news_4715, news_3563, news_8643, news_5606, news_5051, news_683, news_7824, news_2824, news_144, news_5797, news_1244, news_150, news_4237, news_211, news_2864, news_1291, news_4781, news_3947, news_4650, news_1301
U2236, iter_0: news_4715, news_3563, news_5606, news_7824, news_683, news_2824, news_5051, news_1291, news_211, news_1244, news_4650, news_144, news_4781, news_1301, news_5797, news_3947, news_4249, news_8189, news_2864, news_4681
U601, iter_0: news_3947, news_5051, news_150, news_2864, news_2824, news_4781, news_4715, news_8189, news_1291, news_3563, news_4140, news_211, news_1244, news_4237, news_195, news_5884, news_144, news_5606, news_1120, news_7824
U1361, iter_0: news_3947, news_150, news_2864, news_5051, news_8189, news_2824, news_4140, news_4781, news_1291, news_5884, news_3563, news_211, news_4237, news_4715, news_1244, news_195, news_1120, news_5606, news_144, news_7212
U871, iter_0: news_3947, news_4715, news_5051, news_4781, news_1291, news_150, news_2864, news_3563, news_4237, news_2824, news_1244, news_211, news_8189, news_5606, news_7824, news_683, news_4249, news_144, news_1301, news_4083
U5283, iter_0: news_5884, news_8189, news_4140, news_2824, news_3947, news_2864, news_150, news_211, news_1291, news_5051, news_4237, news_1244, news_4781, news_4249, news_5606, news_4083, news_4715, news_7212, news_1301, news_7242
U6132, iter_0: news_5606, news_3563, news_7824, news_683, news_5797, news_1244, news_4650, news_1291, news_2824, news_5051, news_211, news_144, news_1301, news_4681, news_4249, news_5752, news_3947, news_4781, news_2864, news_150
U1985, iter_0: news_3947, news_5051, news_150, news_2824, news_4781, news_4715, news_1291, news_8189, news_3563, news_4140, news_4237, news_1244, news_211, news_5884, news_5606, news_195, news_144, news_7824, news_1120, news_7212
U2762, iter_0: news_3947, news_150, news_2864, news_5051, news_4140, news_4781, news_2824, news_8189, news_1291, news_5884, news_3563, news_211, news_195, news_4715, news_4237, news_1120, news_1244, news_144, news_7212, news_5606
U2786, iter_0: news_8189, news_4140, news_5884, news_3947, news_2824, news_2864, news_150, news_5051, news_1291, news_211, news_1120, news_195, news_4781, news_4237, news_1244, news_3563, news_5606, news_4715, news_4249, news_4083
U1060, iter_0: news_8189, news_5884, news_2824, news_211, news_1291, news_4140, news_4237, news_3947, news_1244, news_5051, news_2864, news_150, news_3563, news_5606, news_195, news_4249, news_1120, news_4781, news_4715, news_7824
U3670, iter_0: news_5606, news_8643, news_4715, news_7824, news_4237, news_4650, news_683, news_5051, news_8189, news_5797, news_1301, news_4249, news_4681, news_150, news_195, news_4083, news_5752, news_7242, news_2801, news_1120
U5476, iter_0: news_3947, news_150, news_4781, news_4140, news_8189, news_4715, news_3563, news_4237, news_211, news_1120, news_7212, news_4083, news_1301, news_4249, news_7242, news_2801, news_5797, news_8308, news_4266, news_5752
U4361, iter_0: news_4715, news_4237, news_211, news_2824, news_5051, news_7824, news_683, news_150, news_8189, news_4249, news_8643, news_4681, news_1301, news_4083, news_7212, news_8308, news_195, news_4140, news_2801, news_5752
U1055, iter_0: news_3947, news_150, news_4781, news_2824, news_8189, news_4140, news_5884, news_3563, news_4715, news_4237, news_195, news_1120, news_4083, news_4249, news_1301, news_7242, news_4650, news_2801, news_8308, news_8643
U1067, iter_0: news_5051, news_2864, news_150, news_4715, news_2824, news_4781, news_4237, news_8189, news_1244, news_5606, news_7824, news_4249, news_683, news_1301, news_4083, news_7212, news_5797, news_4650, news_2801, news_7242
U1674, iter_0: news_3947, news_5051, news_150, news_2864, news_4781, news_4715, news_2824, news_3563, news_1291, news_8189, news_4237, news_1244, news_4140, news_211, news_144, news_5606, news_195, news_7824, news_5884, news_683
U2371, iter_0: news_8643, news_378, news_553, news_4715, news_454, news_8479, news_4722, news_911, news_4071, news_2950, news_4237, news_5832, news_427, news_4681, news_5042, news_1301, news_4629, news_4114, news_796, news_6717
U2396, iter_0: news_2824, news_8189, news_5051, news_150, news_211, news_3563, news_3947, news_2864, news_1291, news_4715, news_5884, news_5606, news_4237, news_1244, news_4781, news_4140, news_195, news_7824, news_144, news_8643
U2702, iter_0: news_4715, news_5051, news_150, news_1291, news_683, news_1244, news_4237, news_1301, news_7212, news_211, news_8643, news_5752, news_4083, news_8189, news_4249, news_2801, news_4681, news_1120, news_7242, news_8308
U733, iter_0: news_4715, news_2824, news_211, news_3563, news_4237, news_1291, news_5051, news_8189, news_5606, news_1244, news_3947, news_2864, news_150, news_7824, news_4781, news_5884, news_8643, news_683, news_4249, news_144
U3305, iter_0: news_4715, news_150, news_4237, news_8643, news_5752, news_4083, news_7242, news_4681, news_6189, news_1225, news_6474, news_830, news_5768, news_1208, news_7119, news_4659, news_7789, news_7081, news_5255, news_8393
U2253, iter_0: news_3947, news_5051, news_2824, news_150, news_2864, news_4715, news_8189, news_1291, news_3563, news_211, news_4237, news_4781, news_1244, news_5606, news_5884, news_4140, news_7824, news_195, news_144, news_1120
U3942, iter_0: news_4715, news_1291, news_3947, news_7824, news_150, news_8189, news_144, news_4249, news_4083, news_4681, news_5752, news_1120, news_7242, news_4266, news_1244, news_4781, news_2864, news_211, news_683, news_8643
U5726, iter_0: news_3947, news_4715, news_1291, news_5051, news_2824, news_2864, news_3563, news_150, news_4237, news_1244, news_8189, news_4781, news_211, news_5606, news_7824, news_5884, news_4249, news_4140, news_144, news_1301
U1432, iter_0: news_4715, news_3563, news_5051, news_3947, news_5606, news_2824, news_1291, news_4781, news_4237, news_1244, news_150, news_2864, news_683, news_7824, news_8643, news_211, news_144, news_5797, news_1301, news_4650
U660, iter_0: news_4715, news_3947, news_3563, news_4237, news_5051, news_4781, news_683, news_2864, news_150, news_1244, news_1291, news_5797, news_7824, news_5606, news_144, news_1301, news_4249, news_2824, news_5752, news_4650
U1664, iter_0: news_4375, news_8189, news_1288, news_6154, news_376, news_3976, news_6666, news_4722, news_7112, news_557, news_8468, news_150, news_8444, news_2950, news_360, news_427, news_6055, news_1265, news_4071, news_4190
U5011, iter_0: news_3947, news_8189, news_150, news_4140, news_2864, news_5051, news_2824, news_5884, news_1291, news_4781, news_211, news_3563, news_4237, news_195, news_1244, news_1120, news_4715, news_5606, news_144, news_7824
U3020, iter_0: news_8643, news_5606, news_211, news_4650, news_7824, news_4237, news_8308, news_4681, news_4249, news_3563, news_8189, news_4715, news_5884, news_1301, news_5797, news_4083, news_7242, news_144, news_5752, news_2801
U3869, iter_0: news_211, news_4715, news_4237, news_1291, news_1244, news_3563, news_8189, news_5606, news_2824, news_5884, news_7824, news_4249, news_2864, news_3947, news_5051, news_4781, news_8643, news_150, news_683, news_4650
U5864, iter_0: news_8189, news_3947, news_2864, news_150, news_5884, news_5051, news_1291, news_211, news_4237, news_1120, news_4715, news_5606, news_4249, news_4083, news_7212, news_1301, news_7242, news_4650, news_8308, news_2801
U3316, iter_0: news_3947, news_4715, news_150, news_2864, news_3563, news_8189, news_1244, news_4237, news_5884, news_195, news_1120, news_7212, news_1301, news_4249, news_4083, news_5797, news_8643, news_7242, news_4681, news_5752
U4085, iter_0: news_2824, news_5051, news_8189, news_150, news_3947, news_3563, news_2864, news_211, news_4715, news_1291, news_5606, news_4237, news_5884, news_1244, news_4781, news_4140, news_195, news_7824, news_144, news_8643
U4758, iter_0: news_4715, news_3947, news_3563, news_4237, news_5051, news_1291, news_1244, news_4781, news_683, news_2864, news_5606, news_150, news_7824, news_2824, news_4249, news_5797, news_1301, news_144, news_211, news_4650
U4886, iter_0: news_3947, news_8189, news_4140, news_2864, news_5051, news_2824, news_5884, news_1291, news_4781, news_211, news_3563, news_4237, news_195, news_1120, news_1244, news_5606, news_144, news_7212, news_4083, news_7824
U5328, iter_0: news_3947, news_5051, news_150, news_2864, news_4781, news_4715, news_2824, news_3563, news_1291, news_8189, news_4237, news_144, news_4140, news_1244, news_211, news_5606, news_195, news_683, news_7824, news_7212
U2007, iter_0: news_4715, news_3947, news_150, news_4781, news_2864, news_2824, news_1291, news_1244, news_4237, news_211, news_8189, news_7212, news_5797, news_1301, news_4083, news_8643, news_4249, news_5884, news_5752, news_7242
U3863, iter_0: news_4715, news_3563, news_5606, news_5051, news_2824, news_4237, news_7824, news_1244, news_3947, news_1291, news_211, news_2864, news_150, news_8643, news_683, news_8189, news_4781, news_144, news_5797, news_4650
U5623, iter_0: news_3947, news_150, news_5051, news_2864, news_4781, news_2824, news_4140, news_1291, news_8189, news_3563, news_4715, news_5884, news_211, news_195, news_1244, news_4237, news_1120, news_144, news_5606, news_7212
U6117, iter_0: news_5606, news_4237, news_2824, news_211, news_4715, news_5051, news_5884, news_144, news_1301, news_195, news_7242, news_4249, news_683, news_1291, news_4781, news_5797, news_2864, news_3491, news_1120, news_7212
U6579, iter_0: news_8189, news_1301, news_4083, news_4249, news_7242, news_5752, news_5859, news_761, news_843, news_4230, news_8489, news_4727, news_6768, news_741, news_6772, news_7522, news_8645, news_5932, news_7081, news_6665
U2442, iter_0: news_4715, news_4781, news_3947, news_150, news_5051, news_3563, news_2864, news_683, news_1291, news_144, news_4266, news_4237, news_1244, news_7824, news_1301, news_2824, news_5797, news_7212, news_5752, news_5606
U95, iter_0: news_150, news_4237, news_4715, news_4083, news_7242, news_8643, news_5752, news_4681, news_3643, news_6641, news_1870, news_174, news_7143, news_487, news_7116, news_7182, news_7811, news_843, news_4375, news_5652
U278, iter_0: news_4715, news_1291, news_211, news_4237, news_1244, news_3563, news_2824, news_8189, news_5606, news_3947, news_5051, news_2864, news_7824, news_4249, news_4781, news_150, news_5884, news_683, news_8643, news_4650
U3801, iter_0: news_8643, news_4715, news_683, news_5606, news_7824, news_3563, news_5797, news_4650, news_4681, news_5752, news_144, news_1301, news_1244, news_3491, news_4237, news_5051, news_1291, news_211, news_2824, news_4781
U5752, iter_0: news_3947, news_150, news_5051, news_2864, news_4781, news_4715, news_2824, news_3563, news_1291, news_8189, news_4140, news_1244, news_4237, news_211, news_144, news_195, news_5606, news_7824, news_5884, news_1120
U2671, iter_0: news_2824, news_5051, news_8189, news_4715, news_3563, news_1291, news_2864, news_150, news_4237, news_1244, news_195, news_144, news_4249, news_1301, news_1120, news_8643, news_4083, news_5797, news_7212, news_8308
U285, iter_0: news_5051, news_4715, news_3947, news_2824, news_150, news_2864, news_3563, news_1291, news_4781, news_5606, news_8189, news_211, news_1244, news_4237, news_7824, news_144, news_683, news_195, news_4140, news_8643
U750, iter_0: news_3947, news_150, news_5051, news_4781, news_1291, news_4715, news_4140, news_3563, news_8189, news_4237, news_195, news_1120, news_5606, news_7824, news_4083, news_683, news_1301, news_4249, news_5797, news_7242
U6342, iter_0: news_4715, news_5606, news_8643, news_7824, news_3563, news_683, news_5797, news_4237, news_4650, news_4681, news_1244, news_1301, news_144, news_211, news_4249, news_5752, news_2824, news_5051, news_8308, news_1291
U3244, iter_0: news_8189, news_2824, news_3947, news_150, news_5884, news_1291, news_4237, news_4715, news_5606, news_1120, news_4249, news_8643, news_1301, news_4083, news_7212, news_7242, news_2801, news_4681, news_5752, news_4266
U4642, iter_0: news_8189, news_2824, news_5051, news_150, news_4140, news_5884, news_1291, news_3563, news_4237, news_4781, news_4715, news_1120, news_7824, news_144, news_4249, news_4083, news_1301, news_7212, news_4650, news_8643
U4188, iter_0: news_8643, news_5606, news_211, news_4237, news_3563, news_7824, news_4715, news_8189, news_1244, news_2824, news_1291, news_4650, news_4249, news_5884, news_4681, news_683, news_1301, news_5051, news_8308, news_5797
U736, iter_0: news_3947, news_4715, news_5051, news_4781, news_150, news_2864, news_3563, news_1291, news_2824, news_1244, news_4237, news_144, news_683, news_5606, news_7824, news_211, news_8189, news_1301, news_4140, news_7212
U246, iter_0: news_4715, news_5051, news_3563, news_2824, news_150, news_3947, news_2864, news_5606, news_4781, news_1291, news_211, news_8189, news_4237, news_7824, news_1244, news_8643, news_144, news_683, news_195, news_1301
U2937, iter_0: news_3947, news_5051, news_2864, news_2824, news_150, news_8189, news_1291, news_4715, news_3563, news_4781, news_4237, news_211, news_1244, news_4140, news_5884, news_5606, news_7824, news_195, news_144, news_1120
U571, iter_0: news_7119, news_4103, news_796, news_6543, news_8479, news_150, news_427, news_6055, news_482, news_1288, news_2723, news_4715, news_6315, news_911, news_8143, news_958, news_6154, news_5002, news_6452, news_8189
U4373, iter_0: news_3947, news_4140, news_8189, news_2864, news_5051, news_2824, news_5884, news_4781, news_1291, news_211, news_4237, news_1120, news_3563, news_195, news_1244, news_4715, news_7212, news_4083, news_5606, news_4249
U5295, iter_0: news_4715, news_3563, news_5051, news_2824, news_5606, news_3947, news_4237, news_2864, news_150, news_1291, news_211, news_7824, news_1244, news_8189, news_8643, news_4781, news_683, news_144, news_5797, news_1301
U6544, iter_0: news_5193, news_8444, news_3976, news_378, news_7112, news_8643, news_4722, news_4237, news_8189, news_4715, news_2950, news_8143, news_8258, news_1265, news_557, news_6154, news_4190, news_6659, news_1939, news_8409
U771, iter_0: news_3947, news_4715, news_5051, news_4781, news_150, news_2864, news_3563, news_2824, news_1291, news_144, news_1244, news_683, news_4237, news_5606, news_7824, news_211, news_8189, news_195, news_7212, news_4140
U3604, iter_0: news_4237, news_5606, news_8189, news_2824, news_4715, news_7824, news_5884, news_8643, news_4249, news_4650, news_5051, news_2864, news_4681, news_1301, news_3947, news_5797, news_150, news_4083, news_195, news_1120
U749, iter_0: news_4715, news_5051, news_3947, news_150, news_4781, news_2864, news_3563, news_2824, news_683, news_144, news_1291, news_5606, news_7824, news_1244, news_5797, news_4237, news_8643, news_211, news_7212, news_195
U2514, iter_0: news_4715, news_683, news_4781, news_3563, news_5051, news_3947, news_5797, news_4266, news_144, news_150, news_7824, news_2864, news_5752, news_5606, news_8643, news_1291, news_1244, news_1301, news_4237, news_7212
U4856, iter_0: news_4715, news_3947, news_5051, news_3563, news_1291, news_2864, news_4237, news_150, news_1244, news_4781, news_2824, news_211, news_5606, news_7824, news_683, news_8189, news_144, news_4249, news_5797, news_1301
U6585, iter_0: news_4375, news_4103, news_8409, news_8189, news_3976, news_5002, news_6703, news_7112, news_8143, news_958, news_6543, news_150, news_8468, news_427, news_8444, news_2950, news_796, news_4190, news_1265, news_6055
U5753, iter_0: news_4715, news_3947, news_4781, news_5051, news_3563, news_150, news_2864, news_683, news_1291, news_1244, news_2824, news_144, news_7824, news_5606, news_4237, news_5797, news_8643, news_1301, news_211, news_7212
U3752, iter_0: news_4715, news_211, news_1291, news_3563, news_2824, news_4237, news_1244, news_8189, news_3947, news_5606, news_5051, news_2864, news_4781, news_150, news_7824, news_5884, news_4249, news_8643, news_683, news_4650
U2150, iter_0: news_4715, news_3947, news_3563, news_5051, news_1291, news_1244, news_4237, news_2864, news_2824, news_4781, news_150, news_5606, news_7824, news_683, news_211, news_4249, news_8189, news_144, news_5797, news_1301
U4474, iter_0: news_3947, news_5051, news_150, news_2824, news_2864, news_8189, news_1291, news_4781, news_3563, news_4140, news_211, news_5884, news_4715, news_4237, news_1244, news_5606, news_195, news_1120, news_7824, news_144
U5709, iter_0: news_1288, news_8409, news_5632, news_2573, news_150, news_8468, news_2281, news_5654, news_6543, news_796, news_911, news_8189, news_1265, news_5042, news_2950, news_4190, news_6659, news_6315, news_1939, news_6452
U2996, iter_0: news_3947, news_150, news_5051, news_4781, news_2864, news_2824, news_4715, news_1291, news_3563, news_4140, news_8189, news_195, news_144, news_211, news_1244, news_5884, news_4237, news_1120, news_7212, news_5606
U3665, iter_0: news_4715, news_3947, news_150, news_3563, news_1291, news_2824, news_144, news_683, news_4237, news_5606, news_7212, news_211, news_1301, news_8189, news_4083, news_8643, news_4140, news_5752, news_1120, news_4249
U3858, iter_0: news_4715, news_4781, news_150, news_2824, news_683, news_1244, news_4237, news_8643, news_8189, news_5797, news_1301, news_195, news_4650, news_4083, news_5752, news_4249, news_4681, news_7242, news_2801, news_3491
U1646, iter_0: news_5884, news_8189, news_4140, news_211, news_1120, news_2824, news_1291, news_4237, news_195, news_2864, news_3947, news_1244, news_150, news_4249, news_5051, news_4083, news_4781, news_3563, news_5606, news_8308
U6560, iter_0: news_4715, news_3947, news_4781, news_5051, news_150, news_4237, news_2864, news_3563, news_1291, news_683, news_1244, news_144, news_2824, news_4249, news_1301, news_5797, news_7824, news_5606, news_7212, news_4083
U847, iter_0: news_4715, news_3563, news_5051, news_4781, news_683, news_3947, news_5606, news_1291, news_7824, news_8643, news_150, news_1244, news_2824, news_2864, news_4237, news_144, news_5797, news_211, news_1301, news_4650
U5878, iter_0: news_4715, news_683, news_5797, news_3563, news_8643, news_4266, news_144, news_5752, news_5051, news_5606, news_7824, news_4781, news_3947, news_4681, news_1301, news_4650, news_2864, news_1244, news_150, news_4237
U1363, iter_0: news_8189, news_4140, news_211, news_150, news_1291, news_1120, news_195, news_4237, news_4781, news_3563, news_4249, news_4083, news_4715, news_7212, news_1301, news_7242, news_8308, news_4650, news_8643, news_4681
U2980, iter_0: news_4715, news_3947, news_5051, news_4781, news_150, news_2864, news_3563, news_1291, news_2824, news_683, news_144, news_1244, news_5606, news_7824, news_4237, news_5797, news_211, news_7212, news_8643, news_195
U4564, iter_0: news_3947, news_2864, news_5051, news_2824, news_8189, news_4781, news_1291, news_4140, news_5884, news_211, news_3563, news_4715, news_4237, news_1244, news_1120, news_195, news_5606, news_7824, news_144, news_7212
U5165, iter_0: news_4715, news_5051, news_3947, news_3563, news_2864, news_4237, news_683, news_150, news_5606, news_4781, news_1244, news_5797, news_2824, news_1291, news_7824, news_144, news_1301, news_4249, news_211, news_4650
U2379, iter_0: news_150, news_2864, news_4715, news_1291, news_2824, news_4781, news_3563, news_8189, news_4237, news_1244, news_5884, news_5606, news_4249, news_1120, news_1301, news_4083, news_7242, news_2801, news_8308, news_8643
U4605, iter_0: news_4715, news_3947, news_3563, news_150, news_4781, news_1244, news_4237, news_683, news_7824, news_8189, news_1301, news_8643, news_4249, news_4650, news_4083, news_195, news_5752, news_4681, news_7242, news_8308
U1109, iter_0: news_8189, news_4140, news_150, news_4237, news_3563, news_4715, news_1120, news_7824, news_4249, news_4083, news_1301, news_7242, news_8643, news_2801, news_4681, news_5752, news_3491, news_2824, news_5884, news_211
U804, iter_0: news_4715, news_5051, news_150, news_2864, news_3563, news_4237, news_7212, news_1301, news_7824, news_4083, news_4249, news_4266, news_8189, news_211, news_5752, news_7242, news_195, news_4650, news_1120, news_4681
U2430, iter_0: news_4715, news_4781, news_683, news_3947, news_3563, news_5051, news_1291, news_5797, news_144, news_5752, news_7824, news_4266, news_150, news_1244, news_1301, news_4237, news_2864, news_8643, news_5606, news_4681
U107, iter_0: news_8189, news_211, news_3947, news_1291, news_150, news_4237, news_1120, news_1244, news_3563, news_4249, news_4715, news_4083, news_144, news_1301, news_8308, news_7242, news_8643, news_683, news_2801, news_4681
U4289, iter_0: news_4715, news_3563, news_5606, news_5051, news_1244, news_4781, news_8643, news_4237, news_150, news_8189, news_1301, news_4681, news_4249, news_4083, news_195, news_5752, news_2801, news_7242, news_4140, news_4266
U484, iter_0: news_3947, news_5051, news_2824, news_8189, news_150, news_4715, news_2864, news_3563, news_4237, news_1291, news_4781, news_5884, news_1244, news_4140, news_7824, news_4249, news_1301, news_683, news_4083, news_1120
U1205, iter_0: news_8189, news_4249, news_4083, news_1301, news_7242, news_5752, news_1152, news_7131, news_830, news_3923, news_7116, news_6117, news_1356, news_660, news_8582, news_5932, news_8450, news_3372, news_5641, news_6686
U2027, iter_0: news_3947, news_4715, news_1291, news_5051, news_2864, news_2824, news_3563, news_4237, news_1244, news_150, news_4781, news_8189, news_211, news_5606, news_7824, news_4249, news_5884, news_683, news_144, news_1301
U5771, iter_0: news_3947, news_150, news_4140, news_2864, news_8189, news_5051, news_2824, news_5884, news_1291, news_4781, news_211, news_3563, news_195, news_4237, news_1120, news_1244, news_4715, news_5606, news_144, news_7212
U3568, iter_0: news_8189, news_3947, news_4140, news_2864, news_150, news_5884, news_2824, news_4781, news_4237, news_195, news_1244, news_4715, news_5606, news_4249, news_4083, news_144, news_7212, news_1301, news_7242, news_4650
