U1085, iter_0: news_5072, news_4071, news_8189, news_6659, news_264, news_378, news_4715, news_4722, news_4681, news_8433, news_2950, news_2951, news_5646, news_8409, news_6055, news_2347, news_1477, news_5193, news_427, news_5654
U1235, iter_0: news_211, news_4715, news_3563, news_5051, news_4681, news_8189, news_2824, news_195, news_5797, news_2864, news_7212, news_1244, news_4249, news_3491, news_4140, news_8308, news_5752, news_3947, news_4083, news_144
U1608, iter_0: news_2864, news_5884, news_5051, news_150, news_683, news_4650, news_8308, news_3563, news_3947, news_5606, news_1291, news_2824, news_1120, news_7242, news_144, news_7212, news_5797, news_4681, news_1301, news_3491
U1282, iter_0: news_4715, news_8189, news_211, news_1244, news_2824, news_3947, news_5606, news_5051, news_1291, news_4140, news_2864, news_195, news_4237, news_7824, news_4781, news_5797, news_4266, news_8308, news_1301, news_8643
U1178, iter_0: news_8189, news_1301, news_4083, news_5752, news_7242, news_4249, news_4118, news_1174, news_3910, news_8396, news_7728, news_7143, news_6023, news_7811, news_2097, news_6674, news_6182, news_7194, news_6748, news_5682
U3194, iter_0: news_1291, news_5051, news_4650, news_3491, news_683, news_3563, news_5884, news_3947, news_2824, news_150, news_8308, news_2864, news_1120, news_4781, news_5606, news_1301, news_7212, news_4237, news_5752, news_4681
U1369, iter_0: news_4715, news_211, news_8189, news_8643, news_4237, news_3947, news_2824, news_7242, news_2864, news_5752, news_150, news_3491, news_1301, news_4681, news_4249, news_4650, news_144, news_4083, news_5606, news_7824
U3687, iter_0: news_4715, news_3947, news_150, news_211, news_5606, news_7824, news_8189, news_7242, news_2824, news_1301, news_4140, news_4681, news_4266, news_1120, news_8643, news_5752, news_4237, news_2864, news_3563, news_2801
U4903, iter_0: news_8643, news_4715, news_211, news_1291, news_1244, news_4266, news_8189, news_4237, news_5606, news_3947, news_7824, news_2824, news_195, news_5051, news_150, news_7242, news_3563, news_4681, news_2864, news_4140
U5155, iter_0: news_4715, news_211, news_8189, news_1244, news_5606, news_1291, news_2824, news_3947, news_7242, news_5051, news_4140, news_7824, news_4237, news_4266, news_195, news_2864, news_8643, news_5797, news_4781, news_5752
U1262, iter_0: news_1291, news_5884, news_5051, news_4650, news_683, news_3563, news_144, news_3947, news_2864, news_4083, news_5606, news_150, news_8308, news_211, news_195, news_7242, news_7212, news_1120, news_5797, news_2824
U4607, iter_0: news_2864, news_683, news_1291, news_7242, news_5884, news_7824, news_4083, news_5606, news_4650, news_8189, news_144, news_4715, news_150, news_195, news_8308, news_5797, news_1244, news_5752, news_4237, news_4681
U1016, iter_0: news_150, news_683, news_4650, news_5051, news_7242, news_3947, news_4681, news_2824, news_1291, news_4715, news_195, news_144, news_1120, news_4083, news_211, news_8189, news_4140, news_1301, news_7212, news_8643
U3950, iter_0: news_144, news_4266, news_1244, news_5884, news_683, news_1291, news_4237, news_5752, news_5797, news_3947, news_2864, news_2824, news_7212, news_7242, news_150, news_4083, news_7824, news_5606, news_8308, news_4650
U2236, iter_0: news_683, news_150, news_5884, news_2864, news_7242, news_5606, news_4681, news_4715, news_7824, news_211, news_8189, news_1244, news_195, news_4650, news_4083, news_5797, news_3947, news_144, news_4140, news_7212
U601, iter_0: news_7119, news_8479, news_5193, news_4715, news_1288, news_4375, news_8189, news_557, news_6666, news_8444, news_427, news_5632, news_482, news_5002, news_1128, news_6543, news_7242, news_454, news_6055, news_1265
U1361, iter_0: news_5832, news_4715, news_557, news_796, news_360, news_8189, news_2281, news_6543, news_4722, news_7119, news_3976, news_6315, news_1288, news_7242, news_5193, news_514, news_376, news_2723, news_1128, news_7200
U871, iter_0: news_1291, news_4715, news_8189, news_5606, news_211, news_1244, news_7242, news_4266, news_8643, news_195, news_4237, news_150, news_5884, news_4140, news_1120, news_5752, news_4781, news_3491, news_1301, news_8308
U5283, iter_0: news_4715, news_1244, news_8189, news_8643, news_5051, news_7242, news_4237, news_4140, news_3563, news_1301, news_150, news_4681, news_3491, news_5752, news_4249, news_1120, news_5884, news_4083, news_211, news_195
U6132, iter_0: news_4715, news_211, news_8643, news_1291, news_4266, news_8189, news_4237, news_5051, news_150, news_7242, news_2864, news_5752, news_4140, news_4681, news_7824, news_3491, news_5797, news_4249, news_1301, news_2801
U1985, iter_0: news_150, news_683, news_4650, news_7242, news_8308, news_144, news_4681, news_195, news_4715, news_7824, news_4083, news_5797, news_5051, news_1291, news_3947, news_8189, news_211, news_5752, news_8643, news_3563
U2762, iter_0: news_4715, news_8189, news_4140, news_4781, news_2824, news_3947, news_5752, news_1244, news_7212, news_4237, news_8308, news_2864, news_3491, news_195, news_7242, news_4681, news_1301, news_4266, news_2801, news_4249
U2786, iter_0: news_4715, news_5051, news_8189, news_2824, news_5797, news_4681, news_1244, news_3563, news_4140, news_7212, news_211, news_2864, news_3491, news_195, news_8308, news_3947, news_1291, news_4237, news_4249, news_4781
U1060, iter_0: news_5884, news_150, news_4650, news_683, news_8308, news_5051, news_4083, news_7242, news_4681, news_4715, news_1120, news_7212, news_1291, news_211, news_5797, news_8189, news_4140, news_5752, news_2801, news_8643
U3670, iter_0: news_683, news_4650, news_2824, news_4781, news_8189, news_8643, news_4083, news_7242, news_5752, news_4249, news_2864, news_150, news_8308, news_3947, news_1301, news_3491, news_4681, news_5797, news_1120, news_7212
U5476, iter_0: news_4715, news_3947, news_5051, news_5606, news_2824, news_4140, news_4781, news_1244, news_7242, news_1291, news_1301, news_211, news_195, news_7824, news_4237, news_8308, news_5884, news_5797, news_5752, news_2864
U4361, iter_0: news_8643, news_1291, news_4715, news_7824, news_1244, news_211, news_8189, news_5606, news_4237, news_4266, news_3947, news_7242, news_2824, news_195, news_5051, news_150, news_5752, news_4140, news_3491, news_2864
U1055, iter_0: news_5051, news_5797, news_8189, news_2824, news_1244, news_4140, news_4715, news_8308, news_4681, news_3947, news_5884, news_195, news_144, news_3491, news_4650, news_683, news_4237, news_7212, news_4781, news_4083
U1067, iter_0: news_7824, news_4715, news_1244, news_8189, news_5606, news_5884, news_211, news_1291, news_7242, news_150, news_195, news_3947, news_2824, news_5797, news_4266, news_1120, news_8643, news_1301, news_5051, news_4140
U1674, iter_0: news_4715, news_8189, news_211, news_5051, news_2824, news_4140, news_1244, news_2864, news_3947, news_7242, news_5752, news_4781, news_5797, news_3563, news_4237, news_5606, news_7212, news_195, news_4681, news_8308
U2371, iter_0: news_4715, news_3947, news_8189, news_5051, news_4140, news_4781, news_2824, news_1244, news_5752, news_4237, news_8308, news_2864, news_7212, news_5797, news_3491, news_1301, news_1291, news_7242, news_5606, news_4266
U2396, iter_0: news_4715, news_8189, news_5051, news_4140, news_4781, news_2824, news_3947, news_5752, news_1244, news_7212, news_4237, news_8308, news_5797, news_2864, news_1291, news_3491, news_4681, news_195, news_7242, news_5884
U2702, iter_0: news_4715, news_211, news_8189, news_1244, news_2824, news_5606, news_3947, news_1291, news_5051, news_7242, news_4140, news_4237, news_2864, news_4266, news_195, news_4781, news_8643, news_5752, news_7824, news_5797
U733, iter_0: news_4715, news_8189, news_3947, news_2824, news_5051, news_1244, news_4140, news_211, news_7242, news_5606, news_4781, news_2864, news_4237, news_1291, news_8308, news_5797, news_195, news_1301, news_7824, news_7212
U3305, iter_0: news_4715, news_8189, news_211, news_3947, news_5606, news_7824, news_1244, news_1291, news_2824, news_7242, news_5051, news_5884, news_5797, news_4140, news_150, news_1301, news_4781, news_4266, news_4237, news_1120
U2253, iter_0: news_5884, news_150, news_683, news_4715, news_3947, news_2864, news_5051, news_1301, news_1291, news_5606, news_2824, news_195, news_8308, news_8189, news_4140, news_3563, news_4650, news_7242, news_7824, news_4083
U3942, iter_0: news_4715, news_5884, news_5051, news_8189, news_5606, news_1301, news_3491, news_1120, news_4266, news_4083, news_7824, news_150, news_4237, news_5752, news_8308, news_4681, news_7212, news_8643, news_7242, news_195
U5726, iter_0: news_150, news_683, news_4650, news_2864, news_8308, news_5606, news_5884, news_5051, news_7242, news_3947, news_144, news_4681, news_3563, news_2824, news_195, news_1291, news_4715, news_1120, news_4083, news_5797
U1432, iter_0: news_5884, news_150, news_3947, news_5051, news_5606, news_4715, news_4681, news_683, news_8308, news_2824, news_2864, news_1291, news_1301, news_4140, news_1120, news_7824, news_4781, news_8643, news_4650, news_195
U660, iter_0: news_4715, news_8189, news_5051, news_4140, news_2864, news_3947, news_211, news_7242, news_5752, news_8308, news_1291, news_7212, news_4237, news_4681, news_3491, news_5884, news_1301, news_4650, news_2801, news_4249
U1664, iter_0: news_4715, news_8189, news_5606, news_7242, news_150, news_195, news_2824, news_5051, news_1120, news_4140, news_4266, news_8643, news_5752, news_4237, news_1301, news_4681, news_2864, news_3491, news_3563, news_144
U5011, iter_0: news_4715, news_3947, news_5051, news_8189, news_4140, news_4781, news_2824, news_5752, news_1244, news_5884, news_3491, news_8308, news_5606, news_5797, news_4237, news_1301, news_1120, news_4266, news_7212, news_8643
U3020, iter_0: news_5752, news_144, news_4237, news_5797, news_4083, news_7824, news_150, news_4715, news_195, news_4781, news_8308, news_8189, news_1301, news_4681, news_1120, news_2801, news_4650, news_211, news_7242, news_2864
U3869, iter_0: news_5884, news_150, news_683, news_5051, news_2864, news_3563, news_1301, news_4681, news_3947, news_1291, news_4715, news_8308, news_2824, news_5606, news_8189, news_4650, news_4140, news_8643, news_4781, news_4237
U5864, iter_0: news_4715, news_211, news_2824, news_5051, news_2864, news_1244, news_4140, news_3563, news_4681, news_5797, news_195, news_3947, news_7212, news_7242, news_5752, news_5606, news_4781, news_4237, news_8308, news_3491
U3316, iter_0: news_7119, news_150, news_427, news_8409, news_4190, news_6315, news_376, news_557, news_8627, news_1301, news_4260, news_4681, news_7200, news_4715, news_2511, news_2951, news_8143, news_835, news_1084, news_4375
U4085, iter_0: news_5884, news_150, news_3947, news_4715, news_4681, news_5051, news_5606, news_1291, news_8189, news_7824, news_2824, news_4140, news_195, news_4266, news_4083, news_3491, news_4781, news_8643, news_5797, news_4650
U4758, iter_0: news_211, news_4715, news_3563, news_8189, news_2824, news_5051, news_4681, news_195, news_5797, news_4266, news_1244, news_2864, news_5606, news_8643, news_7212, news_3947, news_4249, news_4140, news_3491, news_150
U4886, iter_0: news_4715, news_8189, news_3947, news_5051, news_5606, news_2824, news_1244, news_4140, news_211, news_7242, news_4781, news_5752, news_5797, news_1291, news_4237, news_2864, news_195, news_7824, news_8308, news_1301
U5328, iter_0: news_5884, news_7824, news_5606, news_4715, news_1291, news_7242, news_8189, news_150, news_1244, news_211, news_195, news_5797, news_3947, news_4681, news_2864, news_1120, news_2824, news_8643, news_4140, news_5752
U2007, iter_0: news_4715, news_3947, news_8189, news_7824, news_7242, news_150, news_211, news_1244, news_4781, news_5797, news_1301, news_4681, news_5752, news_8643, news_8308, news_4237, news_144, news_3563, news_2801, news_4083
U3863, iter_0: news_4715, news_1244, news_8189, news_7824, news_211, news_1291, news_5606, news_2824, news_3947, news_195, news_7242, news_4266, news_5051, news_8643, news_2864, news_5797, news_4140, news_4237, news_1301, news_150
U5623, iter_0: news_2864, news_5051, news_150, news_5884, news_3563, news_683, news_8308, news_3947, news_4650, news_1291, news_1301, news_2824, news_4681, news_4715, news_5606, news_3491, news_4781, news_8189, news_8643, news_1120
U6117, iter_0: news_5884, news_5606, news_150, news_3947, news_8189, news_7824, news_7242, news_211, news_195, news_1291, news_1244, news_2824, news_5051, news_5797, news_1120, news_4140, news_4781, news_8643, news_1301, news_5752
U6579, iter_0: news_5051, news_3976, news_7112, news_5797, news_4722, news_4140, news_1073, news_3947, news_4384, news_514, news_376, news_6703, news_4781, news_4237, news_5884, news_4715, news_1671, news_1291, news_7155, news_427
U2442, iter_0: news_4715, news_4681, news_150, news_5752, news_8643, news_7242, news_4237, news_4083, news_1781, news_6790, news_5967, news_7855, news_5601, news_8385, news_8450, news_7695, news_978, news_93, news_1791, news_2284
U95, iter_0: news_5051, news_8189, news_4140, news_4715, news_2824, news_5797, news_1244, news_4781, news_5752, news_7212, news_3947, news_8308, news_4237, news_1291, news_3491, news_4681, news_4083, news_2864, news_195, news_144
U278, iter_0: news_8643, news_211, news_4715, news_1291, news_4266, news_8189, news_4237, news_3947, news_1244, news_5606, news_195, news_150, news_3563, news_5051, news_2824, news_4681, news_7824, news_2864, news_5797, news_7212
U3801, iter_0: news_1291, news_7242, news_5884, news_8643, news_4083, news_4715, news_5606, news_7824, news_4237, news_8189, news_4266, news_3947, news_5752, news_1244, news_211, news_4140, news_5051, news_195, news_150, news_1301
U5752, iter_0: news_5884, news_4715, news_8189, news_211, news_7242, news_1244, news_150, news_3947, news_8643, news_5752, news_4781, news_2864, news_4237, news_4681, news_8308, news_1301, news_4083, news_4650, news_2801, news_683
U2671, iter_0: news_5606, news_1291, news_150, news_4715, news_8189, news_2864, news_211, news_5797, news_3947, news_4681, news_4083, news_5752, news_2824, news_4140, news_8643, news_4266, news_4237, news_1301, news_3563, news_4249
U285, iter_0: news_5884, news_7824, news_4715, news_1291, news_8189, news_5606, news_7242, news_1244, news_150, news_211, news_5797, news_3947, news_195, news_1120, news_8643, news_2824, news_4266, news_4140, news_5051, news_5752
U750, iter_0: news_4715, news_3947, news_8189, news_4781, news_7242, news_1301, news_195, news_4237, news_7824, news_5797, news_5752, news_5884, news_4266, news_8643, news_4681, news_150, news_3563, news_4249, news_4650, news_4083
U6342, iter_0: news_150, news_5051, news_5884, news_2864, news_683, news_3947, news_3563, news_4650, news_5606, news_8308, news_2824, news_3491, news_1291, news_1120, news_4681, news_1301, news_4237, news_4140, news_4715, news_4781
U3244, iter_0: news_5193, news_4715, news_6666, news_5832, news_6315, news_8189, news_5632, news_6543, news_482, news_2723, news_8444, news_1477, news_6154, news_557, news_1128, news_7242, news_5654, news_553, news_5303, news_2474
U4642, iter_0: news_5884, news_5606, news_150, news_7242, news_7824, news_1291, news_4715, news_8189, news_195, news_1244, news_2864, news_211, news_3947, news_5797, news_683, news_4681, news_1120, news_2824, news_5051, news_144
U4188, iter_0: news_8643, news_211, news_4715, news_1291, news_4266, news_5606, news_8189, news_4237, news_3947, news_150, news_3563, news_5051, news_2824, news_195, news_1244, news_4681, news_2864, news_7242, news_5752, news_7212
U736, iter_0: news_2864, news_150, news_683, news_4650, news_4083, news_1291, news_195, news_7824, news_7242, news_5797, news_4715, news_8189, news_3947, news_4681, news_5752, news_4140, news_5051, news_8643, news_4781, news_4237
U246, iter_0: news_3947, news_4715, news_8189, news_5051, news_4140, news_4781, news_2824, news_1244, news_5606, news_1301, news_7242, news_4237, news_8308, news_1291, news_2864, news_5752, news_3491, news_195, news_5797, news_211
U2937, iter_0: news_4114, news_6717, news_5303, news_3937, news_2950, news_8468, news_1073, news_5752, news_5193, news_2723, news_5832, news_5196, news_2820, news_6544, news_4722, news_2281, news_4071, news_884, news_427, news_4237
U571, iter_0: news_4715, news_8189, news_3947, news_211, news_5606, news_1244, news_1291, news_2824, news_7242, news_7824, news_5051, news_195, news_4140, news_5884, news_5797, news_4781, news_4237, news_4266, news_5752, news_1301
U4373, iter_0: news_7119, news_1288, news_557, news_6154, news_4715, news_3976, news_4375, news_482, news_8189, news_360, news_6315, news_5193, news_6543, news_8258, news_6666, news_5632, news_7242, news_150, news_2573, news_2951
U5295, iter_0: news_5884, news_150, news_4715, news_3947, news_5606, news_195, news_7242, news_4681, news_8189, news_1291, news_7824, news_211, news_5051, news_2824, news_5797, news_4140, news_1244, news_4781, news_1120, news_1301
U6544, iter_0: news_4237, news_144, news_5606, news_4083, news_7242, news_8189, news_4715, news_8308, news_5752, news_195, news_4681, news_150, news_8643, news_3947, news_4249, news_4781, news_1301, news_2824, news_3491, news_1291
U771, iter_0: news_5884, news_4715, news_8189, news_5051, news_4781, news_1301, news_7824, news_1291, news_2824, news_150, news_1244, news_1120, news_4237, news_4681, news_8308, news_5752, news_195, news_7242, news_8643, news_4083
U3604, iter_0: news_5884, news_4266, news_5051, news_5752, news_3563, news_4237, news_3947, news_2824, news_7242, news_1301, news_150, news_7824, news_4083, news_8189, news_4140, news_683, news_195, news_4715, news_4681, news_211
U749, iter_0: news_1291, news_7824, news_4715, news_7242, news_8189, news_5884, news_5606, news_1244, news_8643, news_211, news_4266, news_4237, news_150, news_3947, news_195, news_5797, news_1120, news_5752, news_2824, news_4140
U2514, iter_0: news_7824, news_5884, news_7242, news_4715, news_1244, news_1291, news_8189, news_5606, news_150, news_211, news_195, news_5797, news_3947, news_8643, news_2824, news_4266, news_1120, news_4140, news_5752, news_4237
U4856, iter_0: news_4715, news_5884, news_8189, news_5606, news_7824, news_211, news_3947, news_7242, news_195, news_150, news_2824, news_4140, news_4266, news_8643, news_1301, news_5752, news_4237, news_4681, news_7212, news_4650
U6585, iter_0: news_4715, news_3947, news_8189, news_5051, news_4140, news_4781, news_2824, news_1244, news_5752, news_5606, news_4237, news_5797, news_8308, news_3491, news_1301, news_5884, news_2864, news_7212, news_1291, news_1120
U5753, iter_0: news_5832, news_2820, news_378, news_4190, news_4237, news_4260, news_427, news_6659, news_1265, news_6459, news_1301, news_8409, news_1084, news_150, news_623, news_6452, news_8643, news_796, news_4722, news_4071
U3752, iter_0: news_4715, news_8189, news_5051, news_4140, news_5797, news_5752, news_7242, news_7212, news_8308, news_4237, news_4681, news_3491, news_5606, news_1301, news_4249, news_4266, news_8643, news_2801, news_4083, news_5884
U2150, iter_0: news_150, news_4715, news_7242, news_7824, news_3947, news_4681, news_195, news_8189, news_1120, news_4140, news_4781, news_8643, news_2864, news_5752, news_4650, news_1301, news_3491, news_4237, news_4083, news_2801
U4474, iter_0: news_5884, news_150, news_5606, news_5051, news_3947, news_4681, news_1291, news_4715, news_7242, news_1120, news_8189, news_1301, news_8643, news_4083, news_1244, news_4781, news_5752, news_3491, news_7212, news_4237
U5709, iter_0: news_6154, news_4715, news_376, news_8409, news_6543, news_796, news_8444, news_5072, news_7200, news_5196, news_8189, news_8143, news_5832, news_4103, news_514, news_6315, news_4581, news_1939, news_1301, news_6452
U2996, iter_0: news_6154, news_4190, news_3976, news_8409, news_4715, news_8444, news_6543, news_4375, news_8258, news_8143, news_5654, news_1301, news_514, news_7200, news_5072, news_5832, news_8189, news_5196, news_150, news_911
U3665, iter_0: news_5884, news_150, news_4715, news_7242, news_8189, news_3947, news_4681, news_1291, news_2824, news_1120, news_8643, news_4781, news_5752, news_7212, news_4266, news_1301, news_4237, news_2801, news_4083, news_8308
U3858, iter_0: news_3947, news_1288, news_4715, news_6055, news_4375, news_5072, news_2951, news_8258, news_4190, news_8409, news_4103, news_4140, news_5051, news_911, news_514, news_376, news_7119, news_4781, news_5884, news_5632
U1646, iter_0: news_7242, news_2864, news_1291, news_4083, news_8308, news_195, news_150, news_5884, news_8189, news_4715, news_4681, news_5752, news_7212, news_211, news_4237, news_1120, news_4140, news_8643, news_2824, news_4781
U6560, iter_0: news_4715, news_211, news_8189, news_1291, news_1244, news_5606, news_2824, news_3947, news_7824, news_7242, news_4266, news_5051, news_8643, news_4237, news_195, news_4140, news_2864, news_5797, news_5752, news_4781
U847, iter_0: news_5051, news_150, news_1301, news_5606, news_4715, news_4681, news_4237, news_8189, news_4083, news_2824, news_4781, news_3563, news_4650, news_7824, news_1244, news_683, news_5797, news_8643, news_5752, news_4249
U5878, iter_0: news_4715, news_3947, news_8189, news_2824, news_5051, news_8308, news_4140, news_1301, news_1244, news_7242, news_195, news_211, news_4781, news_2864, news_5606, news_1291, news_4237, news_3563, news_3491, news_7824
U1363, iter_0: news_5051, news_144, news_4266, news_1244, news_5884, news_683, news_1291, news_4237, news_5752, news_5797, news_3947, news_2864, news_7212, news_7242, news_2824, news_7824, news_4083, news_150, news_5606, news_8308
U2980, iter_0: news_4715, news_5051, news_8189, news_4140, news_3947, news_5752, news_3491, news_5797, news_8308, news_4237, news_1301, news_2864, news_1120, news_8643, news_4083, news_4681, news_4249, news_3563, news_7242, news_4650
U4564, iter_0: news_4715, news_211, news_8189, news_5797, news_5051, news_3947, news_7242, news_3563, news_195, news_144, news_3491, news_4681, news_4781, news_5884, news_5752, news_1301, news_4237, news_5606, news_7824, news_4650
U5165, iter_0: news_3947, news_4715, news_4140, news_5051, news_8189, news_4781, news_5797, news_5752, news_1301, news_4237, news_5884, news_4083, news_7824, news_2801, news_8643, news_2864, news_4650, news_683, news_150, news_4249
U2379, iter_0: news_211, news_4715, news_8189, news_3563, news_2824, news_4266, news_2864, news_150, news_4681, news_4140, news_7212, news_8643, news_1244, news_5752, news_7242, news_3947, news_4237, news_5797, news_4249, news_3491
U4605, iter_0: news_4715, news_1244, news_8189, news_8308, news_144, news_5797, news_3491, news_7242, news_1301, news_2801, news_4237, news_5752, news_4083, news_1291, news_4781, news_4681, news_150, news_4249, news_4266, news_8643
U1109, iter_0: news_4715, news_8189, news_5072, news_3976, news_6543, news_2951, news_911, news_8409, news_7112, news_7119, news_623, news_6055, news_5752, news_557, news_8143, news_2281, news_8433, news_4581, news_5196, news_958
U804, iter_0: news_8189, news_5051, news_4715, news_4140, news_5797, news_1244, news_7212, news_4681, news_3491, news_2864, news_8308, news_5752, news_4781, news_3947, news_4237, news_4083, news_7242, news_4249, news_1120, news_2801
U2430, iter_0: news_4715, news_211, news_8189, news_2824, news_5797, news_2864, news_4681, news_3563, news_7212, news_8308, news_4249, news_144, news_5884, news_5752, news_7242, news_4237, news_4650, news_4083, news_7824, news_683
U107, iter_0: news_150, news_3947, news_5606, news_4715, news_5051, news_4681, news_8308, news_8189, news_4140, news_1301, news_195, news_8643, news_7242, news_5752, news_3491, news_4650, news_4083, news_4237, news_4266, news_3563
U4289, iter_0: news_4114, news_6717, news_5303, news_8468, news_1477, news_2950, news_1073, news_5752, news_8433, news_5832, news_835, news_2820, news_6544, news_360, news_5196, news_5002, news_4260, news_4722, news_884, news_4237
U484, iter_0: news_4715, news_8189, news_5051, news_4140, news_3947, news_4781, news_2824, news_2864, news_5752, news_1244, news_4237, news_8308, news_7212, news_7242, news_1291, news_5797, news_195, news_3491, news_1301, news_211
U1205, iter_0: news_4715, news_8189, news_4722, news_482, news_557, news_2281, news_4375, news_5632, news_3976, news_7119, news_8409, news_7242, news_514, news_958, news_264, news_5654, news_1939, news_4237, news_8627, news_376
U2027, iter_0: news_5884, news_4266, news_1244, news_5051, news_5752, news_144, news_1291, news_3563, news_4237, news_5797, news_3947, news_7824, news_4083, news_150, news_2864, news_1120, news_195, news_4140, news_8308, news_1301
U5771, iter_0: news_5884, news_150, news_3947, news_5051, news_4715, news_4681, news_5606, news_1301, news_4140, news_2824, news_3491, news_683, news_8189, news_1120, news_1291, news_4781, news_7824, news_8643, news_4237, news_8308
