U1085, iter_0: news_5051, news_4715, news_8189, news_150, news_2864, news_5884, news_3563, news_5752, news_5797, news_7242, news_4140, news_4681, news_4249, news_7824, news_5606, news_4083, news_8643, news_4237, news_1301, news_4266
U5011, iter_0: news_8189, news_3947, news_4715, news_3563, news_4140, news_150, news_5752, news_1291, news_5884, news_5606, news_7242, news_4781, news_7824, news_4249, news_5797, news_4237, news_4083, news_1301, news_8643, news_4681
U3020, iter_0: news_1244, news_8643, news_4237, news_4249, news_8189, news_150, news_7242, news_7824, news_2801, news_4715, news_3563, news_5752, news_195, news_1301, news_5797, news_4083, news_4681, news_5051, news_1291, news_683
U3869, iter_0: news_4237, news_4083, news_7242, news_5752, news_4715, news_8643, news_4681, news_150, news_7131, news_1768, news_213, news_845, news_2378, news_2800, news_2626, news_533, news_1053, news_1759, news_5402, news_5449
U5864, iter_0: news_8479, news_4103, news_557, news_4722, news_5654, news_376, news_5193, news_4375, news_623, news_4190, news_6543, news_8409, news_3976, news_5832, news_1477, news_5646, news_4114, news_8444, news_454, news_1265
U3316, iter_0: news_4140, news_5606, news_3563, news_5752, news_4715, news_195, news_4083, news_8189, news_7242, news_4237, news_1291, news_4249, news_144, news_5884, news_683, news_2824, news_4781, news_2801, news_7824, news_4650
U4085, iter_0: news_1291, news_7824, news_150, news_5797, news_1244, news_4715, news_2824, news_4681, news_211, news_4781, news_2864, news_5884, news_8189, news_4266, news_5752, news_8643, news_3563, news_8308, news_3947, news_7242
U4758, iter_0: news_7824, news_150, news_2824, news_4681, news_1291, news_4715, news_4266, news_8189, news_3947, news_8643, news_2864, news_1301, news_5752, news_195, news_4249, news_4237, news_8308, news_144, news_7242, news_4083
U4886, iter_0: news_150, news_5051, news_3947, news_2824, news_7824, news_1291, news_211, news_2864, news_5884, news_3563, news_4266, news_1244, news_195, news_8308, news_4249, news_4237, news_2801, news_5606, news_3491, news_5797
U5328, iter_0: news_211, news_7824, news_1244, news_2824, news_8189, news_5797, news_4781, news_4715, news_5884, news_3947, news_5051, news_1291, news_2864, news_4249, news_4237, news_4266, news_7242, news_195, news_1301, news_5752
U2007, iter_0: news_8643, news_150, news_5797, news_211, news_5051, news_2824, news_1291, news_8189, news_4781, news_4715, news_8308, news_3947, news_4681, news_5884, news_1244, news_3563, news_1301, news_5752, news_2864, news_4266
U3863, iter_0: news_4237, news_144, news_2801, news_8643, news_683, news_4650, news_4140, news_3563, news_1120, news_4083, news_5752, news_4781, news_7242, news_1301, news_3491, news_1244, news_7212, news_8308, news_7824, news_4715
U5623, iter_0: news_2824, news_8189, news_4715, news_1244, news_4781, news_150, news_1291, news_3947, news_5797, news_5051, news_5884, news_7824, news_211, news_4681, news_4237, news_7242, news_8643, news_5752, news_2864, news_5606
U6117, iter_0: news_4715, news_150, news_7824, news_8189, news_1244, news_4781, news_5797, news_1291, news_7242, news_8643, news_2864, news_5752, news_2824, news_4681, news_4249, news_4266, news_3947, news_195, news_2801, news_4237
U6579, iter_0: news_8189, news_5752, news_4249, news_7242, news_4083, news_1301, news_8381, news_6085, news_6676, news_7143, news_6701, news_2540, news_980, news_4001, news_640, news_4263, news_7692, news_7515, news_6079, news_390
U2442, iter_0: news_3563, news_4140, news_5752, news_150, news_1301, news_195, news_8643, news_8189, news_4681, news_5884, news_4715, news_1291, news_5797, news_4083, news_211, news_3947, news_7242, news_4249, news_144, news_4237
U95, iter_0: news_150, news_8189, news_4715, news_7824, news_3947, news_4781, news_8643, news_3563, news_5752, news_5797, news_195, news_7242, news_1291, news_4249, news_4140, news_2824, news_1244, news_5051, news_5884, news_4681
U278, iter_0: news_4237, news_7824, news_8643, news_4249, news_8189, news_4715, news_7242, news_5752, news_3563, news_4140, news_4681, news_1301, news_150, news_5606, news_4650, news_195, news_1291, news_4083, news_2824, news_8308
U3801, iter_0: news_150, news_1291, news_4715, news_8643, news_3947, news_8189, news_4681, news_4266, news_5752, news_195, news_5051, news_211, news_7242, news_1301, news_4249, news_4237, news_5606, news_4083, news_144, news_1120
U5752, iter_0: news_3947, news_5051, news_5884, news_150, news_4140, news_195, news_8189, news_5797, news_5752, news_4715, news_8308, news_1291, news_1301, news_4681, news_8643, news_4266, news_4781, news_7242, news_4249, news_4083
U2671, iter_0: news_7824, news_4681, news_1301, news_5752, news_3563, news_150, news_8643, news_3491, news_144, news_4083, news_1120, news_4715, news_7212, news_195, news_8189, news_4237, news_4249, news_1244, news_3947, news_211
U285, iter_0: news_8189, news_4083, news_5752, news_7242, news_1301, news_4249, news_8113, news_1313, news_7047, news_6476, news_5540, news_536, news_2553, news_4551, news_5535, news_3892, news_7143, news_2529, news_810, news_7835
U750, iter_0: news_8189, news_7242, news_5752, news_4249, news_4083, news_1301, news_8026, news_6003, news_3948, news_2024, news_2553, news_5984, news_5540, news_4604, news_89, news_7143, news_6054, news_1918, news_1870, news_4551
U6342, iter_0: news_4237, news_683, news_144, news_4140, news_4781, news_4083, news_1244, news_4715, news_5752, news_5884, news_3947, news_7824, news_8643, news_1301, news_5797, news_2864, news_4249, news_2824, news_7242, news_3491
U3244, iter_0: news_7119, news_7166, news_557, news_378, news_8409, news_5193, news_5002, news_2950, news_884, news_7112, news_4375, news_4581, news_1477, news_1128, news_5654, news_1288, news_571, news_2573, news_6421, news_1671
U4642, iter_0: news_4715, news_8189, news_150, news_4681, news_1301, news_4249, news_4237, news_8643, news_7800, news_6023, news_5535, news_7810, news_6582, news_7143, news_2703, news_7069, news_2436, news_6526, news_7573, news_6570
U4188, iter_0: news_8308, news_211, news_7212, news_5051, news_1301, news_4681, news_3563, news_5797, news_4140, news_7824, news_5606, news_2824, news_1291, news_5752, news_2864, news_683, news_1120, news_4266, news_144, news_3491
U736, iter_0: news_5654, news_2573, news_6055, news_4375, news_8189, news_2951, news_5752, news_796, news_8143, news_427, news_8627, news_6452, news_6543, news_5193, news_4715, news_5072, news_1288, news_4083, news_7200, news_670
U246, iter_0: news_5884, news_454, news_8627, news_7112, news_3976, news_6659, news_8143, news_2824, news_5002, news_5072, news_8468, news_7200, news_5303, news_553, news_1291, news_8308, news_482, news_4071, news_5752, news_6154
U2937, iter_0: news_7824, news_150, news_1291, news_1244, news_4781, news_5051, news_8189, news_8643, news_211, news_2824, news_5797, news_3947, news_4715, news_4681, news_3563, news_5752, news_4140, news_5884, news_1301, news_4237
U571, iter_0: news_8189, news_3947, news_2824, news_2864, news_4715, news_5051, news_195, news_150, news_5606, news_5752, news_7242, news_4249, news_4083, news_8308, news_4781, news_4681, news_1301, news_4237, news_7824, news_211
U4373, iter_0: news_3947, news_8189, news_3563, news_4140, news_195, news_2824, news_1291, news_4781, news_7242, news_5752, news_5884, news_4249, news_5797, news_5051, news_7824, news_4083, news_2864, news_8643, news_4237, news_5606
U5295, iter_0: news_2824, news_4715, news_2864, news_8189, news_4140, news_7242, news_4083, news_3563, news_5797, news_4249, news_5752, news_4266, news_4237, news_150, news_1120, news_1244, news_4681, news_144, news_4650, news_8308
U6544, iter_0: news_4237, news_2801, news_4650, news_4715, news_7242, news_4249, news_8189, news_5752, news_1244, news_4083, news_4681, news_1120, news_8643, news_1301, news_5797, news_211, news_4140, news_3947, news_195, news_150
U771, iter_0: news_150, news_8409, news_557, news_4103, news_4715, news_4190, news_4114, news_8444, news_376, news_5646, news_6543, news_5832, news_5193, news_2281, news_8479, news_4375, news_1288, news_6452, news_623, news_2573
U3604, iter_0: news_8189, news_4083, news_5752, news_7242, news_4249, news_1301, news_2554, news_644, news_8344, news_6158, news_1087, news_5422, news_645, news_2447, news_5186, news_7076, news_163, news_8458, news_6139, news_6145
U749, iter_0: news_211, news_5884, news_8308, news_7824, news_7212, news_1301, news_4681, news_3563, news_4140, news_683, news_5797, news_1120, news_4266, news_144, news_5606, news_1244, news_2824, news_1291, news_8643, news_2864
U2514, iter_0: news_8308, news_1301, news_2801, news_1120, news_4681, news_4083, news_3563, news_4249, news_5884, news_7242, news_8189, news_4140, news_2864, news_4781, news_2824, news_195, news_5051, news_3947, news_7212, news_683
U4856, iter_0: news_7824, news_150, news_8189, news_8643, news_5051, news_1244, news_4781, news_3947, news_4237, news_4715, news_4249, news_211, news_7242, news_4681, news_5752, news_1301, news_2824, news_4266, news_4140, news_195
U6585, iter_0: news_8189, news_4715, news_150, news_4249, news_3947, news_7242, news_4083, news_4237, news_4140, news_4781, news_5752, news_3563, news_1291, news_2801, news_4650, news_1244, news_683, news_4266, news_1120, news_144
U5753, iter_0: news_2824, news_3947, news_150, news_1291, news_5051, news_4715, news_5884, news_5797, news_4781, news_8189, news_2864, news_195, news_3563, news_4140, news_4681, news_1244, news_7824, news_7242, news_211, news_4266
U3752, iter_0: news_1291, news_8643, news_5051, news_211, news_5797, news_4681, news_8308, news_1301, news_5752, news_3563, news_5884, news_1120, news_4237, news_150, news_4249, news_4715, news_7242, news_4083, news_8189, news_3947
U2150, iter_0: news_1291, news_3563, news_7824, news_4140, news_5884, news_150, news_4715, news_5797, news_8308, news_2824, news_5752, news_3947, news_8189, news_5051, news_195, news_1301, news_2864, news_4266, news_5606, news_4781
U4474, iter_0: news_5884, news_2824, news_2864, news_5606, news_211, news_8308, news_3491, news_1301, news_683, news_5797, news_8189, news_144, news_195, news_1120, news_5051, news_1291, news_4140, news_7212, news_4249, news_7824
U5709, iter_0: news_5654, news_796, news_2573, news_4375, news_7112, news_6666, news_6452, news_5193, news_6315, news_8189, news_7166, news_482, news_4715, news_958, news_6543, news_4581, news_5646, news_8409, news_884, news_623
U2996, iter_0: news_8189, news_4715, news_8643, news_4781, news_1291, news_7824, news_150, news_5051, news_5606, news_5752, news_3947, news_3563, news_7242, news_5797, news_4237, news_2801, news_4249, news_1301, news_4681, news_8308
U3665, iter_0: news_5884, news_7824, news_8308, news_5752, news_3563, news_4715, news_8189, news_5797, news_150, news_4140, news_195, news_1301, news_2864, news_4681, news_5606, news_2824, news_211, news_3947, news_1291, news_4266
U3858, iter_0: news_150, news_7824, news_1291, news_8643, news_8189, news_5797, news_3947, news_4266, news_1301, news_4237, news_2801, news_5884, news_1120, news_4650, news_3491, news_7212, news_4715, news_4781, news_4681, news_7242
U1646, iter_0: news_7824, news_4781, news_4681, news_211, news_4237, news_4249, news_5797, news_4715, news_7242, news_150, news_1301, news_4650, news_4266, news_2801, news_8308, news_8189, news_5752, news_144, news_3491, news_1291
U6560, iter_0: news_2824, news_150, news_8189, news_5797, news_4715, news_1291, news_3563, news_4681, news_5752, news_4249, news_7242, news_1244, news_4266, news_4083, news_4237, news_1301, news_8308, news_8643, news_1120, news_683
U847, iter_0: news_8189, news_4237, news_150, news_2824, news_1244, news_5606, news_195, news_7242, news_4083, news_144, news_4650, news_2864, news_2801, news_3563, news_5051, news_683, news_8643, news_8308, news_4781, news_4715
U5878, iter_0: news_1301, news_5752, news_4083, news_7242, news_8189, news_4249, news_1342, news_443, news_1471, news_317, news_6044, news_5967, news_5665, news_1092, news_6539, news_1904, news_2902, news_1771, news_5410, news_4993
U1363, iter_0: news_2824, news_1291, news_1244, news_5606, news_5884, news_4715, news_4249, news_683, news_4781, news_8189, news_7242, news_144, news_2864, news_4083, news_3947, news_5797, news_4650, news_1120, news_2801, news_211
U2980, iter_0: news_211, news_4715, news_2824, news_5797, news_4681, news_7824, news_8189, news_150, news_5752, news_195, news_1244, news_7242, news_1301, news_4266, news_5051, news_4249, news_4781, news_3563, news_5606, news_4083
U4564, iter_0: news_5752, news_195, news_4715, news_8189, news_4083, news_5797, news_1301, news_7242, news_5051, news_144, news_8643, news_211, news_2801, news_3491, news_3563, news_5884, news_7824, news_150, news_4681, news_4249
U5165, iter_0: news_8189, news_7242, news_4249, news_5752, news_4083, news_1301, news_5768, news_8306, news_608, news_5845, news_8573, news_5765, news_5694, news_4284, news_7531, news_2350, news_7778, news_1953, news_2294, news_2434
U2379, iter_0: news_4715, news_8189, news_150, news_3947, news_4781, news_7242, news_195, news_4249, news_2824, news_2864, news_1291, news_5752, news_1244, news_4237, news_5797, news_4083, news_2801, news_4650, news_5884, news_7824
U4605, iter_0: news_8189, news_4249, news_1301, news_7242, news_5752, news_4083, news_2463, news_2455, news_4978, news_8411, news_8245, news_5049, news_5667, news_578, news_2577, news_4937, news_5322, news_6897, news_872, news_6182
U1109, iter_0: news_8189, news_5752, news_4083, news_7242, news_4249, news_1301, news_6085, news_887, news_4749, news_3372, news_4075, news_6723, news_448, news_1308, news_5067, news_5089, news_2559, news_8313, news_5945, news_5804
U804, iter_0: news_3947, news_4715, news_150, news_8189, news_4781, news_5051, news_3563, news_1291, news_195, news_7242, news_8643, news_4140, news_2824, news_4249, news_5752, news_4237, news_5797, news_2864, news_1244, news_7824
U2430, iter_0: news_4237, news_1244, news_8189, news_4249, news_8643, news_7242, news_4650, news_4715, news_150, news_7824, news_2801, news_195, news_4140, news_3947, news_3563, news_5752, news_4083, news_5606, news_144, news_3491
U107, iter_0: news_4715, news_5051, news_3947, news_2824, news_4781, news_5884, news_195, news_8643, news_4681, news_5606, news_2864, news_4237, news_4083, news_211, news_4266, news_1244, news_4650, news_683, news_144, news_7212
U4289, iter_0: news_8189, news_4715, news_7824, news_2824, news_4781, news_150, news_1291, news_3947, news_5606, news_5051, news_5797, news_5884, news_4249, news_4237, news_211, news_7242, news_195, news_3563, news_4140, news_1301
U484, iter_0: news_4715, news_4681, news_1244, news_7824, news_2864, news_150, news_8189, news_211, news_2824, news_5884, news_5051, news_5752, news_4266, news_1301, news_4781, news_8643, news_7242, news_4249, news_195, news_3563
U1205, iter_0: news_5193, news_4375, news_8189, news_4715, news_5654, news_150, news_5646, news_7119, news_5002, news_6543, news_1288, news_1477, news_514, news_8479, news_6154, news_5303, news_4103, news_623, news_571, news_4581
U2027, iter_0: news_1291, news_3947, news_150, news_2824, news_4715, news_3563, news_4781, news_5797, news_7824, news_5884, news_8189, news_4140, news_4681, news_195, news_5752, news_8643, news_211, news_2864, news_7242, news_1244
U5771, iter_0: news_150, news_8189, news_4715, news_4249, news_4681, news_8643, news_4237, news_1301, news_3964, news_5346, news_1239, news_6106, news_7852, news_7802, news_5929, news_4978, news_6092, news_2483, news_6556, news_3561
